name,location,diff,tier,type,server,links,finder,prover,extra
Longjump Bridge Skipper,Bowser's Kingdom,Insanity Elite,Insanity Elite,Longjump,Database,https://drive.google.com/file/d/13sTHPhH4P3vHpc_6QiOfOACP6wjOngRH/preview,JoniKauf,JoniKauf,
True Meter Madness,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1s6veEODryyhQbizwhjeY4MtVGns24O9B/preview,Mak,2.718H,
Local Bird Bounce,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1P2z2GTyIx5ihry7PCZWd92bxd_2touBD/preview,Ianstorm,Ianstorm,
Vault Meter Madness,Metro Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1YWIGJvNRjNwjuz9gKp1uE3ahQYQdpNGt/preview,,,
Mummy Throw,Ruined Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1V3KSMdbNSv1TxBZ7XoxKmbkwXjDXvY_K/preview,Nachito,Mr. Weeg,
Truest Table Hopper,Moon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1ocGpYVCWGgiJOFdZmJQ9BVOyJN-4hoki/preview,,Aqua,
Truer Gouda God,Luncheon Kingdom,Insanity Elite,Insanity Elite,"Vault, TT",Database,https://drive.google.com/file/d/1T179jrmcGk3GOUXFpgzn30_fm-QY4Xe5/preview,Ctoad7,Ryan64,
Chungus Sheepy Boi,Wooded Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1DsdxE_Nq7X27MF5tH9029Ke5s5b9lnPV/preview,VaderSaber,JoniKauf,
True Shadowed Blocks,Seaside Kingdom,Insanity Elite,Insanity Elite,DJTJ,Database,https://drive.google.com/file/d/1IrBOjofhOlLQ3tk6J1SKucyK41Obh8fq/preview,Cappy Crystal,Mackansmat,
Spinless Perilous Pendulums,Darker Side,Insanity Elite,Insanity Elite,"Vault, Spinless",Database,https://drive.google.com/file/d/1LCkyP-lYRM-Ypb3uilarHO4rOO6o19jc/preview,AwesomeAggron,JoniKauf,
Capless Bowser God,Bowser's Kingdom,Insanity Elite,Insanity Elite,"Triple, Vertical, Capless",Database,https://drive.google.com/file/d/13_G_cLymgFKa9xiR4wU6r90gCAw7iiQ4/preview,b_yoshi,Mackansmat,
Jizo's Domain,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1grbo0rFMrf42vCQ4zmxghRQEgf5hobos/preview,JellyFish,Marci,
Healing Tops,Moon Kingdom,Insanity Elite,Insanity Elite,"Triple, ZG",Database,https://drive.google.com/file/d/1DQuYSMr6FPFJwZn6mscBQ9Yok6f6Z_I3/preview,JoniKauf,CorDar,
Tostarena Tumble,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1cb7DjQiC8lSLzSuXqLtiEPQPWeUMuvuN/preview,NiklYoshi,Mak,
Table Turmoil,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1IItqbeFPjSSKZq5JUANjYY521rI_-S5G/preview,CToad7,Gummy,
Reverse Fountain Bridge,Mushroom Kingdom,Insanity Elite,Insanity Elite,SSD,Database,https://drive.google.com/file/d/1JSVBZSSmKHWGdeT3BFQsJirQR260Ugom/preview,,YouClod7,
Moon Cave Vertical,Moon Kingdom,Insanity Elite,Insanity Elite,"Vertical, Triple",Database,https://drive.google.com/file/d/1TO0ff6cojsSLgd1oIZfH8MoQk8oEt9hh/preview,TigerGold,TigerGold,
Questionable Vertical,Wooded Kingdom,Insanity Elite,Insanity Elite,"Triple, Vertical",Database,https://drive.google.com/file/d/1clJOljd6Ey0AApOV_mQ8nsaq_hZlCCXL/preview,Yellow,MasterPsyduck,
Space Tracer,Moon Kingdom,Insanity Elite,Insanity Elite,"Triple, ZG",Database,https://drive.google.com/file/d/1Zcm21uO8o0X24zuQuOsyIzvZCPPCIORY/preview,,Enlvie,You have to be able to interact with the Koopa after landing for it to count!
Honeymoon,Moon Kingdom,Insanity Elite,Insanity Elite,"Triple, ZG",Database,https://drive.google.com/file/d/1HR8xEhlAYy3JTmYgRJBsJrVMoex20Ddg/preview,Cyber,Enlvie,
Bowser Dram,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/11ifKVN3xzhzpeXhvFSxnNWoQpXSRaVtw/preview,,Mr. Weeg,
Stairway Downfall,Bowser's Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/12YWudk341UIF2TDFh3Bga9ryZFXBz-r7/preview,2.718H,2.718H,
Slippery Ledge,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1uW3L2c-dq_r-ilLY_sAYEzEzTBUdr2-Z/preview,JoniKauf,JoniKauf,
Vault Zipper Ascent,Lake Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1fUwcyUMveptYK84jiJjaYy95Fo5ja8cd/preview,JoniKauf,JoniKauf,
Signs of Hope,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1UCqwDBoSH0n6LYh517ml2fUQDNQ7T-Ee/preview,JoniKauf,Kaeden,
True Purple Pleasure,Luncheon Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/15hQWS5WN578ioqOHHJEMGjXVbgKGGJPE/preview,Mang0,IanStorm7,
Blue Balls,Lost Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1DZe6cNolG_PmtYwqlSFMIBkyXyICc-N-/preview,,Marci,
Cheesy Leap,Luncheon Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1Z5vFd-MhEaWFd0b3T_tQglmoCnDaXKuC/preview,Killuahh,Killuahh,
Biggie Cheese,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1PdIwXBJm8ocmOBNAXf5bUgrvBRknHoot/preview,AwesomeAggron,2.718H,
Dwayne Johnson,Wooded Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1q4s88qWC7AnGN9kra0XPvGvmb4LY_5zy/preview,Mackansmat,JoniKauf,
Biggie Cheese 5.0,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1FbduRAvjmF4W42z9Sh7gT00B6aC_CilD/preview,Darkonikal,Zox,Original Name: Biggie Cheese Commits Mass Genocide 5: The Revival Of Big Jim From Down The Street
Truer Treasure Hunter,Seaside Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1Fv6JXNVU_i2WXRzVmAUkxkhZ_n6AVv92/preview,Revi64,,
City Slammer,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1TAW9gvOtiOVkeZbqfzAd-rDC1INFmYJN/preview,SuperMix,YouClod7,
Vault True Captureless God,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1UoYvR_3HTQcNsNDbOpHuV6HqsRUzx9tp/preview,SMO Vidz,YouClod,
Tidefool,Seaside Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1LhFSuAgLLV6dbDWgNsr--hOJndCPAupt/preview,Mariokartist,JoniKauf,
Chilled Lost Mard,Lost Kingdom,Insanity Elite,Insanity Elite,"Vault, Chilled, TT",Database,https://drive.google.com/file/d/1ErZKNd7evV8uP_-WjeUdcE9wUR3w5vi_/preview,Flavien,Ario,Doing a roll boost is not allowed!
True Pillar Panic,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1OiRyhig3UVpSxnGYC3PofSHzJ9dbLr6G/preview,JoniKauf,JoniKauf,
True Magles Lost,Lost Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1qHZ3KWY1jVpHBy9oj_br6DtOXIS3B3Os/preview,JoniKauf,Repetidora,
Deep Beans,Wooded Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/108yAp8X6m3bcNlWXJalOjejJVim0fr7k/preview,Krillex,Gone Gamer,
Rising Riptide,Seaside Kingdom,Insanity Elite,Insanity Elite,"Vault, TT",Database,https://drive.google.com/file/d/1tJWGyXEvIOJLbI7uI-TECyHeifmxl98y/preview,MadeForMario,Ryan64,
Cadaver Comeback,Ruined Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1hDngukGPO0l21XKG7LmPTMm9PkLTkh_E/preview,,Neville,
Tree Power Up,Mushroom Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1GwhzfSL5FLOUjGJZOTK3frDY8ektrnmD/preview,Luffyyeet,Lorak,
Trickjumping Basics,Mushroom Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1ZosAjmchUu-__Hi-Qea9mtQ55XXBF4Xg/preview,JoniKauf,M!rza,
Forgotten Moon,Lost Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1fRcvNr0TDVs34rnJG_WT-fDl07mOqtsH/preview,Luffy,Gummy,
Truer Cheese Cut,Luncheon Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1Z0s-SYFFlEmpvYhHEZnXaUeSeLyPUnlW/preview,Mr. Weeg,Marci,
OG Iced Out,Snow Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/10CVEWdxYslPNWLQa7V9uQsO922z6sx2_/preview,SpykerTJ,JoniKauf,
Abandoned Contraption,Lost Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1mUJjnA-PasKcGiWhK10umymrEG1FR_7d/preview,SMO Jake,Kaeden,
Truer Gratifying Grate,Moon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1EUtE7Fz6j34nYC7cPyMWo-yVCyFgEyjC/preview,AppleXd,Marci,
Truer Tyfoo Terror,Snow Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1OpG6VBG7serpU0fStD1EieJmVKvk90ke/preview,JoniKauf,JoniKauf,
Imaginary Power-Up,Mushroom Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1HWvngMr2xPnBY8HM6GotiI098IeoxgRM/preview,Micro,Leo_smo,
Cave Dram,Moon Kingdom,Insanity Elite,Insanity Elite,SSD,Database,https://drive.google.com/file/d/1oxswlDNZWkK2jkJ4Gfsk8YrU0B6IZaro/preview,IdentXd,IdentXd,
Aquatic Honors,Lost Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1IrZkvN8_q2eftAynlt0LcOnoKiRmZU41/preview,Aqua,Aqua,"This was the 1,300th Database Role!"
Mystic Pillars,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/102q7EWdaaIImNm01pUpgVAs3Tc8WIx8y/preview,JoniKauf,JoniKauf,
Last Crate,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1OMrgg49Fz-DBTT3YM61nw2AEw1f7mSZ2/preview,clapyoubtw,Ianstorm7,
True Terrorizing Temple,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1cjJuquOQx2OkH5fo_PyDM0eAsOR3RHW4/preview,Kill-u-ahh,Mango,Goal is to bonk after the overshoot.
Capscope,Cap Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1wa-x_AJT4NhmdWQfH2YKomqAL-Qa07xZ/preview,JoniKauf,Repetidora,
Fantastic Frogs,Cap Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1yGW-eMRYDjnn7ffmwQpGSIF4XTv4UvZj/preview,Sg197,Enlvie,
Top Step 2.0,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1lqa_9bjkishOnYmEEzufKFAytTwHiUkl/preview,,JoniKauf,
Homophobic Jump,Ruined Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1xo1T7nD8G-ZG6Iv4oq6-BYWlCCznbrCd/preview,Eaglegamer,Ninjapugs,
Truer Metro Mard,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/18kYuYFgv_E31Kh7h5cPPopIVmjOVksIZ/preview,WJBuzzard,JoniKauf,"You may be searching for 'Truest Metro Mard', these two jumps got switched!"
Windy Corner,Snow Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1rXMEP6_TBhgfkfyc2czWK2qq2ZNQkara/preview,JoniKauf,YouClod,
Golden Grip,Bowser's Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1Z4q3qFQ2WkVfW7mN3BCOT6U5wWyzVoOx/preview,Wackydude,Wackydude,
Mummy's Burden,Ruined Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1I9gZTb_FCLe8akEwFeYk24f4GmF6H2Xw/preview,Mr.Savage,Marci,
Bubblainian Fall,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1hlyqlRGW-gakFvbHuIUm88s4PdAQW87u/preview,JoniKauf,JoniKauf,
Volcanic Volition,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1BSBi1-Y_BQOemj7Ol6Hk7oolsQ-7g_hB/preview,WJBuzzard,JoniKauf,
Bruh Jump 2.0,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1gSVKCTqlbOuGHMWB1A3uTCPBqq41pG2v/preview,Tiger,2.178H,
Fun Evader,Cascade Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1OLFwrKKzNihf4LpCiGHWmSnEKQjtMBIz/preview,JoniKauf,JoniKauf,
1.3 Early Bruncheon,Luncheon Kingdom,Insanity Elite,Insanity Elite,"Vault, 2P",Database,https://drive.google.com/file/d/1WdtrxsW-sIYSt1GYn00YiKILogSo7p2R/preview,Relaxmas,Relaxmas,"You need to use a early file! You can go there by entering the painting in the second world you went to when choosing between Lake and Wooded on the map. You can't step off the painting or else around you will spawn an invisible Barrier that teleports you back to the platform when trying to do the jump. Hitting the Checkpoint is not recommended, because you'll respawn at it and so need to go through the portal and back every time. This is the only way of getting into Early Luncheon in 1.3."
Bouncy Reverse Courtyard Captain,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/15Sa1j5lh-_PqLsgaVQlittluiNO_UBak/preview,Betel,JoniKauf,
True Yellow Koi Collapse,Bowser's Kingdom,Insanity Elite,Insanity Elite,Yellow Dram,Database,https://drive.google.com/file/d/1oLK711Pk_lyl7DoUTTIbi5V206tb2b33/preview,Marci,Marci,
Magmato Masquerade,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1ZyKGPnSPXOiAQY3kPm2G9ba9zN86v8lY/preview,Awesomeaggron,2.178H,
Treacherous Bricks,Wooded Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/15g01yfIJFyneVbbHkqrViTwo1iDzVOWa/preview,Luigi,CorDar,
TT-Less Barrier Beans,Metro Kingdom,Insanity Elite,Insanity Elite,"Triple, TT-Less",Database,https://drive.google.com/file/d/1-Yhv7D_vxvJGL422v2VDCw5rbPHnhunp/preview,Atreyu_08,Marci,
"True Hey, Pizza is here!",Metro Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1qDRl8PlkkLj-1vFP9MCZUjqjZsbVylF4/preview,JoniKauf,Repetidora,
True Cheese Vault Assault,Luncheon Kingdom,Insanity Elite,Insanity Elite,"Vault, TT",Database,https://drive.google.com/file/d/1ngaRDM3Vt7Ew84cTNlQoMRDIs_B1X9IC/preview,EagleGamer,2.718H,
Pillar Overpass,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1iIGWoslNRYjhJf8ChLnRmHfpo206ALEE/preview,MightyOwl,Pear,
Mind Launch,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1gSqsAy_9LhAwP8sI3TC20LeR3AG4Is1o/preview,IdentXd,YouClod7,
Prickly Perfection,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1yn4oK3xx-0Nrrbihg4Uh-JZ8vISaYrwH/preview,Kill_u_ahh,Repetidora,
Zipper Tarzan,Lake Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1qsmUtMRFNH2qeZCbgd1ZV4AFXWOtooHE/preview,Nix,Flavien,
True Misty Miracle,Lake Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1PAPozAPwPTncUo-vc5nROXwPS0L5BDBA/preview,SomeStupidGuy,YouClod7,
Reverse Stump Crossing,Cascade Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1VkytWVU9tnhe8katyNQi19ApvgrkDY21/preview,Pear,Pear,
Lamppost Beans,Metro Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1ACU_SqKdqeTdFjyqqelRkC982gVvBF_w/preview,Gummy,Belle,
Joniphobia,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1YH1ocpeovrOtfnp_zDrBRypTOz2LFo21/preview,IdentXd,IdentXd,
True Ancient Ascent,Cascade Kingdom,Insanity Elite,Insanity Elite,"Vault, TT",Database,https://drive.google.com/file/d/124MspXI6qW3Cje7DsPw9oreOFyOHCy7N/preview,CToad7,CToad7,
True Electrical Conduction,Metro Kingdom,Insanity Elite,Insanity Elite,"Triple, TT-Less",Database,https://drive.google.com/file/d/1yfFSC-kAKio_K2tIxsTyG0_E60eN18Mt/preview,JoniKauf,JoniKauf,
Sphynx Fatility,Wooded Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1dLKJWQLKfb-VJghHHb-aNLoNYjQlR3QC/preview,PotatoGodOverlord,JoniKauf,
True Neighbourhood Passing,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1n5U1liEwt1Y_hUgzpTwx_oSZWOxBY6H3/preview,JoniKauf,JoniKauf,
Dorito Drop,Luncheon Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1G0l2xq0jzJcBjk2U1h3GO0cD28e63Vvb/preview,Ninjapugs,Kill-u-ahh,
Shiverian Soar,Snow Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1Xty85nn-Tt5WwEvwlG-VQXP9DD-EQSe6/preview,Moonlord,Marci,
Pylon Punishment,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1KLDbDLIMivHd5vZUzXQ_g0S58HPY_LfJ/preview,Repetidora,Flavien,
Great Gate,Bowser's Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1_FjcqPdi_5pxjetH1i1FKvUcX0HL9uFB/preview,JoniKauf,JoniKauf,
Hammer Swing,Moon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1bQVzTzzrc_QkCmDGjc7aJMRwbrfkE62X/preview,JoniKauf,JoniKauf,
Precipitating Park,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1A5B8aX1mTE42cYJLY14giDRqjlBHI46u/preview,Moonlord,Moonlord,
Longjump Beanboard Bounce,Metro Kingdom,Insanity Elite,Insanity Elite,Longjump,Database,https://drive.google.com/file/d/1T8cmvSmwns20WDRPAy0oEflGBgjYAqC5/preview,b_yoshi,JoniKauf,
Dromophobia,Metro Kingdom,Insanity Elite,Insanity Elite,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1cXuVNI6p7BrODGkMFZPTw-FrKtitlroN/preview,,Nix,
Weaving Wiggle,Lost Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1CbdcBamBfs3uxHXfWgESJ__buzjjgEUE/preview,Katux,Newname,
Royale Stairway,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1DpO6bDZxYz0YZILZZZWD7wJYiNNji0j_/preview,JoniKauf,Marci,
True Metroscope,Metro Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1_6yjxRGPmbPOkTETXyslnbs_fjB5Zqii/preview,MadeForMario,JoniKauf,
Block Obstruction Bypass,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1BtHKUXjkIBavcngpgDxz7Ur_QvNFp9fb/preview,Nix,JoniKauf,You must Overshoot Block Obstruction for this to count.
Vault Sherm's Edge,Wooded Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1fvxOzgBY-VIcQqkt_1JnLYubHlLmI6oG/preview,,Marci,
Truest Cascade Mard,Cascade Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1g11IWxRyPjCSXKqloOr_EplN02xZx_jy/preview,LopezGamer,JoniKauf,
Talkatoo Tumble,Lost Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1JFXp-EAw3tZ4IzpvBzXjfIyoIRp3gHmm/preview,JoniKauf,Marci,
Real Luncheon,Luncheon Kingdom,Insanity Elite,Insanity Elite,Yellow Dram,Database,https://drive.google.com/file/d/1_YaO9qUxfOYk15Aii7Bwvfn5_TC6R9zU/preview,DumpsterTree,MadeForMario,
Gratuitous Girders,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1UdjDxiyMkZwLQtBbH44hpgtmQraQfpGb/preview,Mario Man,Flavien,
Baby Brother Icicle,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1WVjlDaoLtF-xEGBvugpo_OmkL3miTZxY/preview,JoniKauf,Nix,
Mechanical Failure,Wooded Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1R3K3RYaZzGPKSCa5DfcU8sPmkGkBRJrH/preview,Catch,CorDar,
Golden Bounce,Bowser's Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1Zogjo6eJ5qBVCD8fC5qdF7AJAsqIuxJf/preview,Cyber,Marci,
True Construction Skip,Metro Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1ywKc1jRGC7uWlFw74KKfvhdrG6opKeYa/preview,Gummy,Marci,
True Seaside Wall Wrap,Seaside Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1FglQOKfeZg87pdZekxc-5Tyk3aaitiA0/preview,JoniKauf,JoniKauf,
True Toxic Incision,Lost Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1XgHX17R9axIV7vaFcE30R3DJxScFFg8C/preview,Nix,,
Further Reverse Cheesey Triple Buffet,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1OSxkKoxIcdoTz45dfeskPKPpexe-2FER/preview,Nix,Kaeden,
Large Lost Longfall,Lost Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/19k_BFD1Pct3ZZCpWOSIrSOPCi-LX9VA4/preview,Sg197,MaxThePro545,
Water Tower Terror,Metro Kingdom,Insanity Elite,Insanity Elite,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/13YeRVUFMUtINreZ-wCz7phqz5uiQBrCH/preview,JoniKauf,Marci,
Truer Input Spam,Bowser's Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1ft6oRsuuP7xU6JHxfLrYTsSude3gtpMx/preview,JoniKauf,JoniKauf,
Blast Block Bash,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1tTxy9DhHKVJGP1laAbO-42satoGvJdAn/preview,EagleGamer,Kaeden,
Corner Crossover,Metro Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1ml6HOKxr2BWxJ-8twlpAZD9FIDHg_KaU/preview,Leo_smo,newname,
True Flowery Freefall,Wooded Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1Wc7V_TJcAHhn43GUB2RTEoSkGmlzR3tv/preview,JoniKauf,Marci,
True Slippery Steps,Sand Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1BfE2y0nHaK-6BWc1vaR8ZZmkzlZBMuvl/preview,Ident,Max,
Icy Gap,Snow Kingdom,Insanity Elite,Insanity Elite,"Triple, TT-Less",Database,https://drive.google.com/file/d/13Zhg5cNU_TbRhG2IzT_urG8yiSONdIm4/preview,JoniKauf,JoniKauf,
Bowser's Glide,Bowser's Kingdom,Insanity Elite,Insanity Elite,RCV,Database,https://drive.google.com/file/d/1KEKef5wB62emaiRFw5TxUfkelL6cT1e0/preview,JoniKauf,JoniKauf,
Swallowed Staircase,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/1BLB4kgclSZydXmL-zpvUqoDFQUYgUdT1/preview,Jellyfish,Jellyfish,
Terminal Cancer,Bowser's Kingdom,Insanity Elite,Insanity Elite,"Vertical, Backflip, Capless",Database,https://drive.google.com/file/d/1VszkpA3TPtpBT68s9uW2BwKnFKzbD3dl/preview,Lorak,BananaCake,
Yoshi's Courtyard,Mushroom Kingdom,Insanity Elite,Insanity Elite,Longjump,Database,https://drive.google.com/file/d/1nrFskN3RBK-sTtgElQv1maCN6ABtk2Lc/preview,JoniKauf,Ianstorm7,
Circulating Sands,Sand Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/12WcfBHF36sObO90NrbJei8WButibwqyK/preview,IdentXd,IdentXd,
Yellow Quicksand,Sand Kingdom,Insanity Elite,Insanity Elite,Yellow Dram,Database,https://drive.google.com/file/d/14hQkBRHbMsBx-MyOrI80qlRnC5zFYL4z/preview,Zlarium,AwesomeAggron,
Belligerent Bonk,Bowser's Kingdom,Insanity Elite,Insanity Elite,Vault,Database,https://drive.google.com/file/d/10HwQJF9V_0hOh1S43WSq9iDHSxUH0TUS/preview,Julius 06,Leo_smo,
Amiibo Animosity,Luncheon Kingdom,Insanity Elite,Insanity Elite,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1v7Vycxwznok8S80zgQnF2qSHezQqyFBh/preview,AwesomeAggron,2.178H,
Reverse Koi Collapse,Bowser's Kingdom,Insanity Elite,Insanity Elite,Triple,Database,https://drive.google.com/file/d/1JpRxOLWI_HD8oiYAi2Xx4ayNMR33MSVJ/preview,,JoniKauf,
Colorful Vault Assault,Mushroom Kingdom,Insanity Elite,Insanity Elite,"Vault, TT",Database,https://drive.google.com/file/d/1wDtE587aMMtrcNfZ5VDydYMJEgWnXZbD/preview,Max,Jario,
